time_ms,phase,angle_deg,omega_deg_s,pwm,ax,ay,az,gx,gy,gz
9622,2,12.5711,-2.7662,0,-888,1683,5499,-85,-18,-118
9632,2,13.0703,-4.1076,0,530,2728,3248,-107,-13,93
9642,2,12.7782,-0.0223,0,1375,-78,4284,-40,7,63
9652,2,12.5404,0.6485,0,887,81,4419,-29,43,-65
9662,2,12.5923,3.5143,0,-1151,1265,5114,18,-7,11
9672,2,12.9430,-0.9369,0,379,2812,4667,-55,19,45
9682,2,12.5927,0.0387,0,377,-313,4353,-39,-36,-67
9692,2,12.7857,-0.3881,0,1073,1617,3825,-46,13,-36
9702,2,12.7629,3.3924,0,-1802,1000,5415,16,-16,81
9712,2,13.2053,-0.2052,0,3440,2334,3276,-43,42,-15
9722,2,13.0900,-0.1442,0,12,478,3404,-42,23,36
9732,2,13.0787,-0.8149,0,-151,1385,5813,-53,-31,-2
9742,2,12.9814,-1.9735,0,875,601,3529,-72,90,28
9752,2,12.4494,3.5143,0,-2074,-1519,5724,18,-78,-1
9762,2,12.6595,0.1607,0,1581,1586,3672,-37,12,3
9772,2,12.1175,0.9534,0,-383,-1052,4089,-24,11,-44
9782,2,12.1124,2.9655,0,861,768,3991,9,-35,-15
9792,2,12.5479,-2.4003,0,2286,2445,3422,-79,94,-24
9802,2,12.0073,2.4777,0,-580,-793,2915,1,-4,3
9812,2,11.8260,2.5387,0,377,184,4831,2,-25,76
9822,2,11.9482,-2.0954,0,875,1538,4357,-74,9,-12
9832,2,11.1450,0.8314,0,547,-1584,2962,-26,5,58
9842,2,11.2394,0.5265,0,1009,1157,4011,-31,-7,-21
9852,2,11.3412,-1.9735,0,990,1280,3993,-72,27,-99
9862,2,11.1114,2.6607,0,653,-64,3790,4,30,123
9872,2,10.8295,2.1729,0,-432,-187,2999,-4,9,-14
9882,2,10.9210,0.8924,0,222,1388,5023,-25,-41,32
9892,2,11.2602,-3.9857,0,1500,2177,3723,-105,34,-72
9902,2,11.1162,-0.8149,0,-14,370,4280,-53,12,0
9912,2,10.6884,-1.4857,0,731,-369,2313,-64,56,-116
9922,2,10.4651,4.7948,0,-671,-183,4468,39,-9,46
9932,2,10.6429,-0.2052,0,1112,1600,4411,-43,-3,-46
9942,2,10.8058,-1.5466,0,659,1799,4935,-65,3,25
9952,2,10.7637,0.1607,0,829,668,4170,-37,0,0
9962,2,10.8174,-0.3271,0,389,1116,4446,-45,35,24
9972,2,10.8227,2.2948,0,-282,548,2975,-2,-7,56
9982,2,10.3187,-0.8149,0,-526,-1096,4567,-53,44,-81
9992,2,10.1931,3.5143,0,-298,260,5322,18,-66,13
10002,2,10.4224,-0.6930,0,1277,1726,4171,-51,-18,-2
10012,2,10.6050,-1.4247,0,2511,1711,4520,-63,20,-10
10022,2,10.6653,-0.0832,0,1074,1055,4187,-41,42,-9
10032,2,10.8716,-1.7905,0,786,1443,3512,-69,34,-57
10042,2,10.7756,-0.0223,0,-85,477,4146,-40,-18,12
10052,2,10.8852,-0.6930,0,1045,1515,4931,-51,13,9
10062,2,10.8706,-0.5101,0,343,601,3125,-48,7,17
10072,2,11.1721,0.2826,0,1744,1441,2917,-35,11,-12
10082,2,10.9452,-2.2784,0,368,74,2980,-77,31,-98
10092,2,10.9513,1.3802,0,536,658,3367,-17,-10,-48
10102,2,11.2279,-0.5101,0,1479,1285,2693,-48,80,31
10112,2,11.0950,1.9290,0,38,277,3844,-8,-10,73
10122,2,11.2184,0.4046,0,1182,1322,4181,-33,9,33
10132,2,11.2621,-0.5710,0,1425,717,2841,-49,69,-29
10142,2,10.8114,1.9899,0,-178,-781,3750,-7,1,9
10152,2,11.0177,0.2216,0,1427,1676,4255,-36,6,0
10162,2,10.8170,-1.3637,0,144,137,3680,-62,31,-36
10172,2,10.7907,0.7704,0,328,648,3828,-27,-18,-51
10182,2,11.0710,-2.3393,0,1806,1794,3609,-78,42,-64
10192,2,10.9839,-1.4247,0,-1463,651,4695,-63,-12,-21
10202,2,10.9718,-0.0223,0,1087,728,3791,-40,-1,-2
10212,2,11.1477,-1.4857,0,1578,1393,3633,-64,59,10
10222,2,11.3250,-1.6686,0,580,1562,4004,-67,24,76
10232,2,11.2588,-0.1442,0,622,695,4613,-42,7,32
10242,2,11.0012,-0.3271,0,-864,-79,4607,-45,-2,-26
10252,2,10.9817,-0.5710,0,1191,535,2808,-49,24,-14
10262,2,11.0803,-0.3881,0,774,1179,3959,-46,-4,-32
10272,2,11.3391,-2.2174,0,1635,1622,3387,-76,57,-57
10282,2,11.4029,-1.0588,0,268,1227,4416,-57,16,12
10292,2,11.4742,-0.1442,0,1207,1186,4270,-42,-1,9
10302,2,11.1089,1.3802,0,-1429,-567,4626,-17,-36,19
10312,2,11.3411,-1.3027,0,1736,1372,3105,-61,11,-7
10322,2,11.3428,1.6851,0,536,765,3905,-12,6,-43
10332,2,11.4646,0.7704,0,927,1353,4282,-27,24,-10
10342,2,11.4708,1.9290,0,1281,850,4249,-8,20,11
10352,2,11.5360,1.3192,0,1227,997,3837,-18,35,-19
10362,2,11.7526,-1.6686,0,-117,1906,4350,-67,14,-51
10372,2,11.6060,-0.4491,0,-299,357,3979,-47,0,53
10382,2,11.5104,1.5021,0,253,566,4915,-15,-18,8
10392,2,11.2904,-1.1198,0,-716,119,4424,-58,68,-32
10402,2,11.2921,1.9899,0,591,745,3876,-7,-21,19
10412,2,11.4048,-1.0588,0,1153,1378,4259,-57,21,-69
10422,2,10.9591,1.2582,0,-829,-1030,5291,-19,-49,9
10432,2,11.1124,1.1973,0,1014,1322,3946,-20,-28,8
10442,2,11.1460,-0.3881,0,952,918,3835,-46,15,15
10452,2,11.0416,0.2826,0,-389,545,4963,-35,-43,2
10462,2,11.1378,0.5875,0,1347,1075,3737,-30,-29,19
10472,2,11.2427,-1.7905,0,770,1159,3623,-69,6,-25
10482,2,11.1682,2.4168,0,415,581,4860,0,-42,127
10492,2,11.2571,-0.3271,0,1351,1230,4219,-45,-4,-10
10502,2,11.3569,-1.1808,0,782,1238,3973,-59,32,-8
10512,2,11.0053,0.7095,0,-630,-429,4020,-28,11,21
10522,2,11.0825,-0.2662,0,1004,1201,4337,-44,6,-2
